Market Price Type,Centre,Variety Name,Grade,Unit,Max Price,Average Price,Min. Price
Wholesale Price,"KUALA TERENGGANU, TERENGGANU",KUBIS BULAT (TANAH TINGGI),F.A.Q,KG,400.0,400.0,300.0
Wholesale Price,"KUALA TERENGGANU, TERENGGANU",PISANG BERANGAN,F.A.Q,KG,430.0,400.0,400.0
Wholesale Price,"KUALA TERENGGANU, TERENGGANU",PISANG MAS,F.A.Q,KG,480.0,450.0,400.0
Wholesale Price,"KUALA TERENGGANU, TERENGGANU",SAWI HIJAU,F.A.Q,KG,700.0,700.0,600.0
Wholesale Price,"KUALA TERENGGANU, TERENGGANU",TELUR AYAM,A,100 BIJI,43.0,43.0,43.0
Wholesale Price,"KUALA TERENGGANU, TERENGGANU",TELUR AYAM,B,100 BIJI,41.0,41.0,41.0
Wholesale Price,"KUALA TERENGGANU, TERENGGANU",TELUR AYAM,C,100 BIJI,40.0,40.0,39.0
Wholesale Price,"KUALA TERENGGANU, TERENGGANU",TEMBIKAI MERAH TANPA BIJI,F.A.Q,KG,300.0,300.0,260.0
Wholesale Price,"KUALA TERENGGANU, TERENGGANU",TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,KG,700.0,700.0,600.0
Wholesale Price,"KUALA TERENGGANU, TERENGGANU",TIMUN HIJAU,F.A.Q,KG,450.0,400.0,300.0
Wholesale Price,"KUALA TERENGGANU, TERENGGANU",TOMATO (TANAH TINGGI),F.A.Q,KG,500.0,400.0,400.0
Wholesale Price,"KUALA TERENGGANU, TERENGGANU",UBI KENTANG HOLLAND,F.A.Q,KG,250.0,200.0,200.0
Wholesale Price,"KOTA KINABALU, SABAH",AYAM PROSES STANDARD,F.A.Q,KG,970.0,970.0,950.0
Wholesale Price,"KOTA KINABALU, SABAH",BAWANG BESAR KUNING / HOLLAND,F.A.Q,KG,370.0,370.0,350.0
Wholesale Price,"KOTA KINABALU, SABAH",BAWANG BESAR MERAH (IMPORT),F.A.Q,KG,500.0,500.0,400.0
Wholesale Price,"KOTA KINABALU, SABAH",BAWANG BESAR MERAH (INDIA),F.A.Q,KG,450.0,450.0,400.0
Wholesale Price,"KOTA KINABALU, SABAH",BAWANG MERAH / KECIL (IMPORT),F.A.Q,KG,800.0,800.0,760.0
Wholesale Price,"KOTA KINABALU, SABAH",BAWANG MERAH / KECIL (INDIA),F.A.Q,KG,600.0,560.0,560.0
Wholesale Price,"KOTA KINABALU, SABAH",BAWANG MERAH / KECIL (THAI),F.A.Q,KG,700.0,700.0,650.0
Wholesale Price,"KOTA KINABALU, SABAH",BAWANG MERAH ROSE,F.A.Q,KG,800.0,800.0,750.0
Wholesale Price,"KOTA KINABALU, SABAH",BAWANG PUTIH (CHINA),F.A.Q,KG,600.0,560.0,560.0
Wholesale Price,"KOTA KINABALU, SABAH",BAYAM,F.A.Q,KG,350.0,300.0,300.0
Wholesale Price,"KOTA KINABALU, SABAH",BELIMBING (B10),F.A.Q,KG,360.0,300.0,300.0
Wholesale Price,"KOTA KINABALU, SABAH",BETIK SEKAKI,F.A.Q,KG,250.0,250.0,200.0
Wholesale Price,"KOTA KINABALU, SABAH",BUNGA KANTAN,F.A.Q,TANGKAI,1.8,1.8,1.6
Wholesale Price,"KOTA KINABALU, SABAH",CILI HIJAU,F.A.Q,KG,1400.0,1400.0,1350.0
Wholesale Price,"KOTA KINABALU, SABAH",CILI MERAH KULAI / KULAI HIBRID,F.A.Q,KG,1600.0,1500.0,1500.0
Wholesale Price,"KOTA KINABALU, SABAH",CILI MERAH MINYAK,F.A.Q,KG,1600.0,1500.0,1500.0
Wholesale Price,"KOTA KINABALU, SABAH",DAUN BAWANG,F.A.Q,KG,800.0,800.0,760.0
Wholesale Price,"KOTA KINABALU, SABAH",DAUN SUP (TANAH TINGGI),F.A.Q,KG,900.0,900.0,850.0
Wholesale Price,"KOTA KINABALU, SABAH",KACANG BENDI,F.A.Q,KG,400.0,400.0,350.0
Wholesale Price,"KOTA KINABALU, SABAH",KACANG BUNCIS,F.A.Q,KG,650.0,650.0,600.0
Wholesale Price,"KOTA KINABALU, SABAH",KACANG PANJANG HIJAU,F.A.Q,KG,400.0,400.0,350.0
Wholesale Price,"KOTA KINABALU, SABAH",KANGKUNG,F.A.Q,KG,300.0,300.0,270.0
Wholesale Price,"KOTA KINABALU, SABAH",KELAPA DIKUPAS,SEDANG,100 BIJI,180.0,180.0,160.0
Wholesale Price,"KOTA KINABALU, SABAH",KETOLA / PETOLA SEGI,F.A.Q,KG,350.0,300.0,300.0
Wholesale Price,"KOTA KINABALU, SABAH",KUBIS BULAT (TANAH TINGGI),F.A.Q,KG,360.0,360.0,350.0
Wholesale Price,"KOTA KINABALU, SABAH",PISANG BERANGAN,F.A.Q,KG,250.0,200.0,200.0
Wholesale Price,"KOTA KINABALU, SABAH",PISANG MAS,F.A.Q,KG,300.0,300.0,260.0
Wholesale Price,"KOTA KINABALU, SABAH",SAWI HIJAU,F.A.Q,KG,600.0,600.0,500.0
Wholesale Price,"KOTA KINABALU, SABAH",TELUR AYAM,A,100 BIJI,46.0,46.0,45.0
Wholesale Price,"KOTA KINABALU, SABAH",TELUR AYAM,B,100 BIJI,44.0,44.0,43.0
Wholesale Price,"KOTA KINABALU, SABAH",TELUR AYAM,C,100 BIJI,43.0,43.0,42.0
Wholesale Price,"KOTA KINABALU, SABAH",TEMBIKAI MERAH,F.A.Q,KG,250.0,200.0,200.0
Wholesale Price,"KOTA KINABALU, SABAH",TEMBIKAI MERAH TANPA BIJI,F.A.Q,KG,260.0,250.0,250.0
Wholesale Price,"KOTA KINABALU, SABAH",TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,KG,350.0,350.0,300.0
Wholesale Price,"KOTA KINABALU, SABAH",TIMUN HIJAU,F.A.Q,KG,250.0,200.0,200.0
Wholesale Price,"KOTA KINABALU, SABAH",TOMATO (TANAH TINGGI),F.A.Q,KG,650.0,650.0,600.0
Wholesale Price,"KOTA KINABALU, SABAH",UBI KENTANG HOLLAND,F.A.Q,KG,300.0,250.0,250.0
Wholesale Price,"KUCHING, SARAWAK",AYAM HIDUP,F.A.Q,KG,820.0,810.0,800.0
Wholesale Price,"KUCHING, SARAWAK",AYAM PROSES STANDARD,F.A.Q,KG,830.0,830.0,830.0
Wholesale Price,"KUCHING, SARAWAK",BAWANG BESAR MERAH (INDIA),F.A.Q,KG,500.0,500.0,500.0
Wholesale Price,"KUCHING, SARAWAK",BAWANG BESAR MERAH (INDIA),F.A.Q,KG,350.0,350.0,350.0
Wholesale Price,"KUCHING, SARAWAK",BAWANG MERAH / KECIL (INDIA),F.A.Q,KG,700.0,650.0,600.0
Wholesale Price,"KUCHING, SARAWAK",BAWANG MERAH ROSE,F.A.Q,KG,500.0,500.0,500.0
Wholesale Price,"KUCHING, SARAWAK",BAWANG PUTIH (CHINA),F.A.Q,KG,700.0,700.0,700.0
Wholesale Price,"KUCHING, SARAWAK",BAYAM,F.A.Q,KG,600.0,500.0,400.0
Wholesale Price,"KUCHING, SARAWAK",BELIMBING (B10),F.A.Q,KG,450.0,450.0,450.0
Wholesale Price,"KUCHING, SARAWAK",BETIK SEKAKI,F.A.Q,KG,380.0,350.0,330.0
Wholesale Price,"KUCHING, SARAWAK",BUNGA KANTAN,F.A.Q,TANGKAI,0.75,0.7,0.65
Wholesale Price,"KUCHING, SARAWAK",CILI MERAH KULAI / KULAI HIBRID,F.A.Q,KG,1900.0,1800.0,1700.0
Wholesale Price,"KUCHING, SARAWAK",DAUN BAWANG,F.A.Q,KG,3000.0,2900.0,2800.0
Wholesale Price,"KUCHING, SARAWAK",DAUN SUP (TANAH TINGGI),F.A.Q,KG,3000.0,2900.0,2800.0
Wholesale Price,"KUCHING, SARAWAK",KACANG BENDI,F.A.Q,KG,1100.0,1050.0,1000.0
Wholesale Price,"KUCHING, SARAWAK",KACANG BUNCIS,F.A.Q,KG,1200.0,1100.0,1000.0
Wholesale Price,"KUCHING, SARAWAK",KACANG PANJANG HIJAU,F.A.Q,KG,700.0,650.0,600.0
Wholesale Price,"KUCHING, SARAWAK",KANGKUNG,F.A.Q,KG,500.0,400.0,300.0
Wholesale Price,"KUCHING, SARAWAK",KELAPA DIKUPAS,BESAR,100 BIJI,175.0,170.0,165.0
Wholesale Price,"KUCHING, SARAWAK",KELAPA DIKUPAS,KECIL,100 BIJI,95.0,90.0,85.0
Wholesale Price,"KUCHING, SARAWAK",KELAPA DIKUPAS,SEDANG,100 BIJI,120.0,110.0,100.0
Wholesale Price,"KUCHING, SARAWAK",KETOLA / PETOLA SEGI,F.A.Q,KG,450.0,400.0,350.0
Wholesale Price,"KUCHING, SARAWAK",KUBIS BULAT (CHINA),F.A.Q,KG,300.0,300.0,300.0
Wholesale Price,"KUCHING, SARAWAK",PISANG BERANGAN,F.A.Q,KG,350.0,350.0,350.0
Wholesale Price,"KUCHING, SARAWAK",PISANG MAS,F.A.Q,KG,250.0,250.0,250.0
Wholesale Price,"KUCHING, SARAWAK",SAWI HIJAU,F.A.Q,KG,800.0,750.0,700.0
Wholesale Price,"KUCHING, SARAWAK",TELUR AYAM,A,100 BIJI,44.0,44.0,44.0
Wholesale Price,"KUCHING, SARAWAK",TELUR AYAM,B,100 BIJI,42.0,42.0,42.0
Wholesale Price,"KUCHING, SARAWAK",TELUR AYAM,C,100 BIJI,40.0,40.0,40.0
Wholesale Price,"KUCHING, SARAWAK",TEMBIKAI MERAH,F.A.Q,KG,350.0,350.0,350.0
Wholesale Price,"KUCHING, SARAWAK",TEMBIKAI MERAH TANPA BIJI,F.A.Q,KG,350.0,350.0,350.0
Wholesale Price,"KUCHING, SARAWAK",TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,KG,1100.0,1050.0,1050.0
Wholesale Price,"KUCHING, SARAWAK",TIMUN HIJAU,F.A.Q,KG,400.0,350.0,300.0
Wholesale Price,"KUCHING, SARAWAK",TOMATO (TANAH TINGGI),F.A.Q,KG,700.0,650.0,600.0
Wholesale Price,"KUCHING, SARAWAK",UBI KENTANG HOLLAND,F.A.Q,KG,200.0,195.0,190.0
Wholesale Price,"SIBU, SARAWAK",AYAM HIDUP,F.A.Q,KG,650.0,650.0,650.0
Wholesale Price,"SIBU, SARAWAK",AYAM PROSES STANDARD,F.A.Q,KG,830.0,830.0,830.0
Wholesale Price,"SIBU, SARAWAK",BAWANG BESAR KUNING / HOLLAND,F.A.Q,KG,230.0,230.0,230.0
Wholesale Price,"SIBU, SARAWAK",BAWANG BESAR MERAH (INDIA),F.A.Q,KG,350.0,350.0,350.0
Wholesale Price,"SIBU, SARAWAK",BAWANG MERAH / KECIL (INDIA),F.A.Q,KG,500.0,500.0,500.0
Wholesale Price,"SIBU, SARAWAK",BAWANG PUTIH (CHINA),F.A.Q,KG,600.0,600.0,600.0
Wholesale Price,"SIBU, SARAWAK",BAYAM,F.A.Q,KG,500.0,500.0,500.0
Wholesale Price,"SIBU, SARAWAK",BELIMBING (B10),F.A.Q,KG,500.0,500.0,500.0
Wholesale Price,"SIBU, SARAWAK",BETIK SEKAKI,F.A.Q,KG,450.0,450.0,450.0
Wholesale Price,"SIBU, SARAWAK",CILI HIJAU,F.A.Q,KG,900.0,900.0,900.0
Wholesale Price,"SIBU, SARAWAK",CILI MERAH MINYAK,F.A.Q,KG,1400.0,1400.0,1400.0
Wholesale Price,"SIBU, SARAWAK",DAUN BAWANG,F.A.Q,KG,1800.0,1800.0,1800.0
Wholesale Price,"SIBU, SARAWAK",DAUN SUP (TANAH TINGGI),F.A.Q,KG,2200.0,2200.0,2200.0
Wholesale Price,"SIBU, SARAWAK",KACANG BENDI,F.A.Q,KG,290.0,290.0,290.0
Wholesale Price,"SIBU, SARAWAK",KACANG BUNCIS,F.A.Q,KG,910.0,910.0,910.0
Wholesale Price,"SIBU, SARAWAK",KACANG PANJANG HIJAU,F.A.Q,KG,490.0,490.0,490.0
Wholesale Price,"SIBU, SARAWAK",KANGKUNG,F.A.Q,KG,350.0,350.0,350.0
Wholesale Price,"SIBU, SARAWAK",KETOLA / PETOLA SEGI,F.A.Q,KG,500.0,500.0,500.0
Wholesale Price,"SIBU, SARAWAK",KUBIS BULAT (CHINA),F.A.Q,KG,400.0,400.0,400.0
Wholesale Price,"SIBU, SARAWAK",PISANG BERANGAN,F.A.Q,KG,450.0,450.0,450.0
Wholesale Price,"SIBU, SARAWAK",PISANG MAS,F.A.Q,KG,490.0,490.0,490.0
Wholesale Price,"SIBU, SARAWAK",SAWI HIJAU,F.A.Q,KG,600.0,600.0,600.0
Wholesale Price,"SIBU, SARAWAK",TELUR AYAM,A,100 BIJI,43.0,43.0,43.0
Wholesale Price,"SIBU, SARAWAK",TELUR AYAM,B,100 BIJI,40.0,40.0,40.0
Wholesale Price,"SIBU, SARAWAK",TELUR AYAM,C,100 BIJI,39.0,39.0,39.0
Wholesale Price,"SIBU, SARAWAK",TEMBIKAI MERAH,F.A.Q,KG,290.0,290.0,290.0
Wholesale Price,"SIBU, SARAWAK",TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,KG,700.0,700.0,700.0
Wholesale Price,"SIBU, SARAWAK",TIMUN HIJAU,F.A.Q,KG,210.0,210.0,210.0
Wholesale Price,"SIBU, SARAWAK",TOMATO (TANAH TINGGI),F.A.Q,KG,590.0,590.0,590.0
Wholesale Price,"SIBU, SARAWAK",UBI KENTANG HOLLAND,F.A.Q,KG,190.0,190.0,190.0
Wholesale Price,"MIRI, SARAWAK",AYAM PROSES STANDARD,F.A.Q,KG,850.0,850.0,850.0
Wholesale Price,"MIRI, SARAWAK",BAWANG BESAR KUNING / HOLLAND,F.A.Q,KG,400.0,400.0,400.0
Wholesale Price,"MIRI, SARAWAK",BAWANG BESAR MERAH (INDIA),F.A.Q,KG,400.0,400.0,400.0
Wholesale Price,"MIRI, SARAWAK",BAWANG MERAH / KECIL (INDIA),F.A.Q,KG,1100.0,1100.0,1100.0
Wholesale Price,"MIRI, SARAWAK",BAWANG PUTIH (CHINA),F.A.Q,KG,600.0,600.0,600.0
Wholesale Price,"MIRI, SARAWAK",BAYAM,F.A.Q,KG,600.0,600.0,600.0
Wholesale Price,"MIRI, SARAWAK",BELIMBING (B10),F.A.Q,KG,500.0,500.0,500.0
Wholesale Price,"MIRI, SARAWAK",BETIK SEKAKI,F.A.Q,KG,400.0,400.0,400.0
Wholesale Price,"MIRI, SARAWAK",BUNGA KANTAN,F.A.Q,TANGKAI,2.0,2.0,2.0
Wholesale Price,"MIRI, SARAWAK",CILI HIJAU,F.A.Q,KG,1700.0,1700.0,1700.0
Wholesale Price,"MIRI, SARAWAK",CILI MERAH MINYAK,F.A.Q,KG,2500.0,2500.0,2500.0
Wholesale Price,"MIRI, SARAWAK",DAUN BAWANG,F.A.Q,KG,1200.0,1200.0,1200.0
Wholesale Price,"MIRI, SARAWAK",DAUN SUP (TANAH TINGGI),F.A.Q,KG,1000.0,1000.0,1000.0
Wholesale Price,"MIRI, SARAWAK",KACANG BENDI,F.A.Q,KG,800.0,800.0,800.0
Wholesale Price,"MIRI, SARAWAK",KACANG BUNCIS,F.A.Q,KG,700.0,700.0,700.0
Wholesale Price,"MIRI, SARAWAK",KACANG PANJANG HIJAU,F.A.Q,KG,700.0,700.0,700.0
Wholesale Price,"MIRI, SARAWAK",KANGKUNG,F.A.Q,KG,300.0,300.0,300.0
Wholesale Price,"MIRI, SARAWAK",KELAPA DIKUPAS,SEDANG,100 BIJI,200.0,200.0,200.0
Wholesale Price,"MIRI, SARAWAK",KETOLA / PETOLA SEGI,F.A.Q,KG,400.0,400.0,400.0
Wholesale Price,"MIRI, SARAWAK",KUBIS BULAT (CHINA),F.A.Q,KG,500.0,500.0,500.0
Wholesale Price,"MIRI, SARAWAK",KUBIS BULAT (TANAH TINGGI),F.A.Q,KG,500.0,500.0,500.0
Wholesale Price,"MIRI, SARAWAK",PISANG BERANGAN,F.A.Q,KG,400.0,400.0,400.0
Wholesale Price,"MIRI, SARAWAK",PISANG MAS,F.A.Q,KG,400.0,400.0,400.0
Wholesale Price,"MIRI, SARAWAK",SAWI HIJAU,F.A.Q,KG,1200.0,1200.0,1200.0
Wholesale Price,"MIRI, SARAWAK",TELUR AYAM,A,100 BIJI,44.0,44.0,44.0
Wholesale Price,"MIRI, SARAWAK",TELUR AYAM,B,100 BIJI,41.0,41.0,41.0
Wholesale Price,"MIRI, SARAWAK",TELUR AYAM,C,100 BIJI,39.0,39.0,39.0
Wholesale Price,"MIRI, SARAWAK",TEMBIKAI MERAH,F.A.Q,KG,350.0,350.0,350.0
Wholesale Price,"MIRI, SARAWAK",TEMBIKAI MERAH TANPA BIJI,F.A.Q,KG,400.0,400.0,400.0
Wholesale Price,"MIRI, SARAWAK",TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,KG,500.0,500.0,500.0
Wholesale Price,"MIRI, SARAWAK",TIMUN HIJAU,F.A.Q,KG,300.0,300.0,300.0
Wholesale Price,"MIRI, SARAWAK",TOMATO (TANAH TINGGI),F.A.Q,KG,500.0,500.0,500.0
Wholesale Price,"MIRI, SARAWAK",UBI KENTANG HOLLAND,F.A.Q,KG,200.0,200.0,200.0
Wholesale Price,"KUALA LUMPUR, W.P. KUALA LUMPUR",AYAM HIDUP,F.A.Q,KG,690.0,690.0,690.0
Wholesale Price,"KUALA LUMPUR, W.P. KUALA LUMPUR",AYAM PROSES STANDARD,F.A.Q,KG,790.0,790.0,790.0
Wholesale Price,"KUALA LUMPUR, W.P. KUALA LUMPUR",BAWANG BESAR KUNING / HOLLAND,F.A.Q,KG,233.0,233.0,233.0
Wholesale Price,"KUALA LUMPUR, W.P. KUALA LUMPUR",BAWANG BESAR MERAH (IMPORT),F.A.Q,KG,145.0,145.0,145.0
Wholesale Price,"KUALA LUMPUR, W.P. KUALA LUMPUR",BAWANG BESAR MERAH (INDIA),F.A.Q,KG,156.0,156.0,156.0
Wholesale Price,"KUALA LUMPUR, W.P. KUALA LUMPUR",BAWANG MERAH / KECIL (IMPORT),F.A.Q,KG,165.0,165.0,165.0
Wholesale Price,"KUALA LUMPUR, W.P. KUALA LUMPUR",BAWANG MERAH / KECIL (INDIA),F.A.Q,KG,178.0,178.0,178.0
Wholesale Price,"KUALA LUMPUR, W.P. KUALA LUMPUR",BAWANG MERAH / KECIL (THAI),F.A.Q,KG,650.0,650.0,650.0
Wholesale Price,"KUALA LUMPUR, W.P. KUALA LUMPUR",BAWANG MERAH ROSE,F.A.Q,KG,250.0,250.0,250.0
Wholesale Price,"KUALA LUMPUR, W.P. KUALA LUMPUR",BAWANG PUTIH (CHINA),F.A.Q,KG,680.0,640.0,600.0
Wholesale Price,"KUALA LUMPUR, W.P. KUALA LUMPUR",BAYAM,F.A.Q,KG,350.0,325.0,300.0
Wholesale Price,"KUALA LUMPUR, W.P. KUALA LUMPUR",BELIMBING (B10),F.A.Q,KG,330.0,330.0,330.0
Wholesale Price,"KUALA LUMPUR, W.P. KUALA LUMPUR",BETIK SEKAKI,F.A.Q,KG,320.0,320.0,320.0
Wholesale Price,"KUALA LUMPUR, W.P. KUALA LUMPUR",BUNGA KANTAN,F.A.Q,TANGKAI,0.7,0.7,0.7
Wholesale Price,"KUALA LUMPUR, W.P. KUALA LUMPUR",CILI HIJAU,F.A.Q,KG,700.0,700.0,700.0
Wholesale Price,"KUALA LUMPUR, W.P. KUALA LUMPUR",CILI HIJAU (IMPORT),F.A.Q,KG,571.0,571.0,571.0
Wholesale Price,"KUALA LUMPUR, W.P. KUALA LUMPUR",CILI MERAH (CHINA),F.A.Q,KG,800.0,771.0,742.0
Wholesale Price,"KUALA LUMPUR, W.P. KUALA LUMPUR",CILI MERAH (THAILAND),F.A.Q,KG,828.0,828.0,828.0
Wholesale Price,"KUALA LUMPUR, W.P. KUALA LUMPUR",CILI MERAH KULAI / KULAI HIBRID,F.A.Q,KG,1200.0,1200.0,1200.0
Wholesale Price,"KUALA LUMPUR, W.P. KUALA LUMPUR",CILI MERAH MINYAK,F.A.Q,KG,1000.0,1000.0,1000.0
Wholesale Price,"KUALA LUMPUR, W.P. KUALA LUMPUR",DAUN BAWANG,F.A.Q,KG,400.0,375.0,350.0
Wholesale Price,"KUALA LUMPUR, W.P. KUALA LUMPUR",DAUN SUP (TANAH TINGGI),F.A.Q,KG,700.0,650.0,600.0
Wholesale Price,"KUALA LUMPUR, W.P. KUALA LUMPUR",KACANG BENDI,F.A.Q,KG,800.0,800.0,800.0
Wholesale Price,"KUALA LUMPUR, W.P. KUALA LUMPUR",KACANG BUNCIS,F.A.Q,KG,1200.0,1200.0,1200.0
Wholesale Price,"KUALA LUMPUR, W.P. KUALA LUMPUR",KACANG PANJANG HIJAU,F.A.Q,KG,900.0,900.0,900.0
Wholesale Price,"KUALA LUMPUR, W.P. KUALA LUMPUR",KANGKUNG,F.A.Q,KG,300.0,300.0,300.0
Wholesale Price,"KUALA LUMPUR, W.P. KUALA LUMPUR",KELAPA DIKUPAS,SEDANG,100 BIJI,200.0,200.0,200.0
Wholesale Price,"KUALA LUMPUR, W.P. KUALA LUMPUR",KETOLA / PETOLA SEGI,F.A.Q,KG,500.0,500.0,500.0
Wholesale Price,"KUALA LUMPUR, W.P. KUALA LUMPUR",KUBIS BULAT (CHINA),F.A.Q,KG,190.0,190.0,190.0
Wholesale Price,"KUALA LUMPUR, W.P. KUALA LUMPUR",KUBIS BULAT (TANAH TINGGI),F.A.Q,KG,300.0,300.0,300.0
Wholesale Price,"KUALA LUMPUR, W.P. KUALA LUMPUR",PISANG BERANGAN,F.A.Q,KG,330.0,330.0,330.0
Wholesale Price,"KUALA LUMPUR, W.P. KUALA LUMPUR",PISANG MAS,F.A.Q,KG,350.0,350.0,350.0
Wholesale Price,"KUALA LUMPUR, W.P. KUALA LUMPUR",SAWI HIJAU,F.A.Q,KG,650.0,625.0,600.0
Wholesale Price,"KUALA LUMPUR, W.P. KUALA LUMPUR",TELUR AYAM,A,100 BIJI,41.0,41.0,41.0
Wholesale Price,"KUALA LUMPUR, W.P. KUALA LUMPUR",TELUR AYAM,B,100 BIJI,39.0,39.0,39.0
Wholesale Price,"KUALA LUMPUR, W.P. KUALA LUMPUR",TELUR AYAM,C,100 BIJI,37.0,37.0,37.0
Wholesale Price,"KUALA LUMPUR, W.P. KUALA LUMPUR",TEMBIKAI MERAH TANPA BIJI,F.A.Q,KG,280.0,280.0,280.0
Wholesale Price,"KUALA LUMPUR, W.P. KUALA LUMPUR",TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,KG,600.0,600.0,600.0
Wholesale Price,"KUALA LUMPUR, W.P. KUALA LUMPUR",TIMUN HIJAU,F.A.Q,KG,500.0,475.0,450.0
Wholesale Price,"KUALA LUMPUR, W.P. KUALA LUMPUR",TOMATO (TANAH TINGGI),F.A.Q,KG,300.0,300.0,300.0
Wholesale Price,"KUALA LUMPUR, W.P. KUALA LUMPUR",UBI KENTANG HOLLAND,F.A.Q,KG,150.0,150.0,150.0
Wholesale Price,"LABUAN, W.P. LABUAN",AYAM PROSES STANDARD,F.A.Q,KG,980.0,980.0,980.0
Wholesale Price,"LABUAN, W.P. LABUAN",BAWANG BESAR KUNING / HOLLAND,F.A.Q,KG,375.0,362.5,350.0
Wholesale Price,"LABUAN, W.P. LABUAN",BAWANG BESAR MERAH (INDIA),F.A.Q,KG,450.0,425.0,400.0
Wholesale Price,"LABUAN, W.P. LABUAN",BAWANG MERAH / KECIL (INDIA),F.A.Q,KG,700.0,700.0,700.0
Wholesale Price,"LABUAN, W.P. LABUAN",BAWANG PUTIH (CHINA),F.A.Q,KG,600.0,600.0,600.0
Wholesale Price,"LABUAN, W.P. LABUAN",BAYAM,F.A.Q,KG,350.0,325.0,300.0
Wholesale Price,"LABUAN, W.P. LABUAN",BELIMBING (B10),F.A.Q,KG,300.0,275.0,250.0
Wholesale Price,"LABUAN, W.P. LABUAN",BETIK SEKAKI,F.A.Q,KG,200.0,175.0,150.0
Wholesale Price,"LABUAN, W.P. LABUAN",BUNGA KANTAN,F.A.Q,TANGKAI,1.0,1.0,1.0
Wholesale Price,"LABUAN, W.P. LABUAN",CILI HIJAU,F.A.Q,KG,1400.0,1350.0,1300.0
Wholesale Price,"LABUAN, W.P. LABUAN",CILI MERAH MINYAK,F.A.Q,KG,1600.0,1500.0,1400.0
Wholesale Price,"LABUAN, W.P. LABUAN",DAUN BAWANG,F.A.Q,KG,1300.0,1300.0,1300.0
Wholesale Price,"LABUAN, W.P. LABUAN",DAUN SUP (TANAH TINGGI),F.A.Q,KG,1200.0,1100.0,1000.0
Wholesale Price,"LABUAN, W.P. LABUAN",KACANG BENDI,F.A.Q,KG,714.0,692.0,670.0
Wholesale Price,"LABUAN, W.P. LABUAN",KACANG BUNCIS,F.A.Q,KG,714.0,692.0,670.0
Wholesale Price,"LABUAN, W.P. LABUAN",KACANG PANJANG HIJAU,F.A.Q,KG,714.0,692.0,670.0
Wholesale Price,"LABUAN, W.P. LABUAN",KANGKUNG,F.A.Q,KG,350.0,325.0,300.0
Wholesale Price,"LABUAN, W.P. LABUAN",KELAPA DIKUPAS,SEDANG,100 BIJI,150.0,150.0,150.0
Wholesale Price,"LABUAN, W.P. LABUAN",KETOLA / PETOLA SEGI,F.A.Q,KG,400.0,400.0,400.0
Wholesale Price,"LABUAN, W.P. LABUAN",KUBIS BULAT (TANAH TINGGI),F.A.Q,KG,400.0,350.0,300.0
Wholesale Price,"LABUAN, W.P. LABUAN",PISANG BERANGAN,F.A.Q,KG,300.0,275.0,250.0
Wholesale Price,"LABUAN, W.P. LABUAN",PISANG MAS,F.A.Q,KG,200.0,200.0,200.0
Wholesale Price,"LABUAN, W.P. LABUAN",SAWI HIJAU,F.A.Q,KG,600.0,600.0,600.0
Wholesale Price,"LABUAN, W.P. LABUAN",TELUR AYAM,A,100 BIJI,47.0,47.0,47.0
Wholesale Price,"LABUAN, W.P. LABUAN",TELUR AYAM,B,100 BIJI,46.0,46.0,46.0
Wholesale Price,"LABUAN, W.P. LABUAN",TELUR AYAM,C,100 BIJI,45.0,45.0,45.0
Wholesale Price,"LABUAN, W.P. LABUAN",TEMBIKAI MERAH,F.A.Q,KG,250.0,225.0,200.0
Wholesale Price,"LABUAN, W.P. LABUAN",TEMBIKAI MERAH TANPA BIJI,F.A.Q,KG,350.0,325.0,300.0
Wholesale Price,"LABUAN, W.P. LABUAN",TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,KG,600.0,600.0,600.0
Wholesale Price,"LABUAN, W.P. LABUAN",TIMUN HIJAU,F.A.Q,KG,300.0,300.0,300.0
Wholesale Price,"LABUAN, W.P. LABUAN",TOMATO (TANAH TINGGI),F.A.Q,KG,700.0,700.0,700.0
Wholesale Price,"LABUAN, W.P. LABUAN",UBI KENTANG HOLLAND,F.A.Q,KG,300.0,287.5,275.0
Retail Price,"JOHOR BAHRU, JOHOR",AYAM HIDUP,F.A.Q,KG,8.8,8.5,8.2
Retail Price,"JOHOR BAHRU, JOHOR",AYAM PROSES STANDARD,F.A.Q,KG,11.0,10.75,10.5
Retail Price,"JOHOR BAHRU, JOHOR",BAWANG BESAR KUNING / HOLLAND,F.A.Q,KG,5.5,5.25,5.0
Retail Price,"JOHOR BAHRU, JOHOR",BAWANG BESAR MERAH (IMPORT),F.A.Q,KG,6.0,5.5,5.0
Retail Price,"JOHOR BAHRU, JOHOR",BAWANG BESAR MERAH (INDIA),F.A.Q,KG,6.0,5.5,5.0
Retail Price,"JOHOR BAHRU, JOHOR",BAWANG MERAH / KECIL (THAI),F.A.Q,KG,14.0,13.0,12.0
Retail Price,"JOHOR BAHRU, JOHOR",BAWANG MERAH ROSE,F.A.Q,KG,14.0,13.0,12.0
